#{"t_start": 1621568387.765816, "env_id": null}
r,l,t
1.142857,7,1220.039519
1.166667,8,1220.165538
1.142857,7,1220.283323
1.333333,15,1220.411648
1.119048,6,1220.508753
1.142857,7,1220.689199
1.238095,11,1220.860567
1.119048,6,1220.917698
1.142857,7,1220.977683
-0.785714,10,1221.074748
1.190476,9,1221.157404
1.142857,7,1221.226198
-9.642857,16,1221.573145
1.214286,10,1221.71023
-0.880952,6,1221.792665
1.119048,6,1221.857844
1.166667,8,1221.926521
1.214286,10,1222.064839
1.166667,8,1222.167149
1.238095,11,1222.27457
1.071429,4,1222.311677
1.119048,6,1222.363501
1.238095,11,1222.491993
-0.880952,6,1222.564817
1.119048,6,1222.631606
1.095238,5,1222.681636
1.190476,9,1222.781401
1.119048,6,1222.848688
1.190476,9,1222.931881
1.142857,7,1223.147223
1.095238,5,1223.202029
1.166667,8,1223.29526
1.238095,11,1223.397862
1.142857,7,1223.479165
1.095238,5,1223.547591
1.071429,4,1223.596402
1.142857,7,1223.671619
1.095238,5,1223.725277
1.214286,10,1223.817911
-0.761905,11,1223.9295
1.095238,5,1223.986582
1.142857,7,1224.076597
1.166667,8,1224.165004
1.142857,7,1224.2351
1.119048,6,1224.298335
1.190476,9,1224.381031
1.214286,10,1224.505155
1.261905,12,1224.993783
1.142857,7,1225.079545
1.214286,10,1225.177984
1.119048,6,1225.239364
1.190476,9,1225.319325
1.166667,8,1225.392046
1.238095,11,1225.505802
1.095238,5,1225.554719
1.238095,11,1225.674668
1.071429,4,1225.745182
-0.809524,9,1226.191707
1.190476,9,1226.526249
1.142857,7,1226.657637
1.142857,7,1226.758171
1.095238,5,1226.85564
-0.904762,5,1226.907993
1.214286,10,1227.211135
1.142857,7,1227.311475
1.190476,9,1227.412084
1.166667,8,1227.513302
-0.833333,8,1227.595401
1.142857,7,1227.672987
1.166667,8,1227.787945
1.119048,6,1227.857032
1.238095,11,1227.963523
1.119048,6,1228.039125
1.119048,6,1228.097654
1.190476,9,1228.191685
1.190476,9,1228.29138
1.166667,8,1228.393767
1.095238,5,1228.463634
1.142857,7,1228.781113
1.142857,7,1229.114721
1.190476,9,1229.578486
1.214286,10,1229.783821
1.238095,11,1229.895043
1.095238,5,1229.946008
1.166667,8,1230.035408
1.166667,8,1230.113366
-0.880952,6,1230.183429
1.095238,5,1230.251888
1.166667,8,1230.345258
1.166667,8,1230.429049
-0.833333,8,1230.534861
1.166667,8,1230.816844
1.166667,8,1230.950072
1.119048,6,1231.016926
1.119048,6,1231.388867
1.166667,8,1231.528356
-0.785714,10,1231.955795
1.166667,8,1232.220195
1.119048,6,1232.293215
1.095238,5,1232.392824
1.095238,5,1232.471502
1.261905,12,1232.69249
-0.857143,7,1232.787095
1.261905,12,1233.026363
1.119048,6,1233.111484
1.119048,6,1233.170717
1.142857,7,1233.381614
1.166667,8,1233.538952
1.261905,12,1233.789684
-9.690476,14,1233.971807
1.261905,12,1234.107701
-0.857143,7,1234.399534
1.071429,4,1234.464762
1.238095,11,1234.571424
1.238095,11,1234.722527
1.238095,11,1234.831415
1.119048,6,1234.916293
1.071429,4,1234.981551
-9.738095,12,1235.141606
1.142857,7,1235.225315
1.190476,9,1235.478156
1.166667,8,1235.566629
1.142857,7,1235.643047
1.119048,6,1235.702631
1.119048,6,1235.780916
1.166667,8,1235.866296
1.119048,6,1235.930141
1.142857,7,1235.997188
-0.857143,7,1236.243403
1.119048,6,1236.313196
1.142857,7,1236.384856
1.142857,7,1236.450091
1.119048,6,1236.513354
1.119048,6,1236.568362
1.071429,4,1236.60372
1.238095,11,1236.70752
1.166667,8,1236.782794
-0.738095,12,1236.897877
-0.857143,7,1236.970622
1.095238,5,1237.01847
1.142857,7,1237.080557
1.119048,6,1237.137271
1.166667,8,1237.217221
1.095238,5,1237.264635
1.071429,4,1237.302138
1.095238,5,1237.349209
1.214286,10,1237.432189
-0.857143,7,1237.656909
1.119048,6,1237.717668
1.238095,11,1237.822936
1.238095,11,1237.924809
1.119048,6,1237.992286
1.071429,4,1238.038289
1.119048,6,1238.093103
-0.880952,6,1238.161448
1.190476,9,1238.259662
1.166667,8,1238.34432
1.142857,7,1238.41871
1.119048,6,1238.487493
1.142857,7,1238.561568
1.119048,6,1238.642951
1.142857,7,1238.723481
1.095238,5,1238.780693
1.261905,12,1238.890471
1.071429,4,1238.94202
1.214286,10,1239.29808
1.238095,11,1239.430968
1.166667,8,1239.513442
1.095238,5,1239.580896
1.119048,6,1239.656551
1.166667,8,1239.743506
1.166667,8,1239.826937
1.190476,9,1239.951513
-0.857143,7,1240.053737
1.285714,13,1240.226098
1.142857,7,1240.298024
1.190476,9,1240.393069
1.142857,7,1240.457266
1.119048,6,1240.514205
1.119048,6,1240.566938
1.190476,9,1240.700336
1.071429,4,1240.896445
1.119048,6,1240.969131
1.285714,13,1241.102834
1.071429,4,1241.169479
1.166667,8,1241.261774
1.309524,14,1241.381973
1.261905,12,1241.483724
1.142857,7,1241.541834
1.071429,4,1241.578666
1.261905,12,1241.707436
1.214286,10,1241.815354
1.142857,7,1241.893044
1.119048,6,1241.951799
1.071429,4,1241.994139
1.190476,9,1242.088438
1.261905,12,1242.361331
-0.880952,6,1242.433204
1.095238,5,1242.489429
1.190476,9,1242.571446
-0.857143,7,1242.704139
1.190476,9,1242.804167
-0.809524,9,1242.891823
1.190476,9,1242.97845
1.071429,4,1243.025853
1.261905,12,1243.132759
1.214286,10,1243.246728
1.119048,6,1243.315425
1.261905,12,1243.437547
-0.880952,6,1243.495167
1.119048,6,1243.550714
-0.857143,7,1243.614577
1.238095,11,1243.995527
1.190476,9,1244.115049
-0.857143,7,1244.211646
1.095238,5,1244.26246
1.190476,9,1244.339436
1.261905,12,1244.443053
1.214286,10,1244.525667
1.214286,10,1244.609848
1.071429,4,1244.655761
1.190476,9,1244.781665
1.119048,6,1244.892958
1.214286,10,1244.985646
1.261905,12,1245.134207
1.238095,11,1245.231256
1.214286,10,1245.366726
1.142857,7,1245.669829
1.119048,6,1245.720199
1.166667,8,1245.832997
-0.809524,9,1245.997904
1.166667,8,1246.077328
-0.904762,5,1246.132298
1.119048,6,1246.228686
1.142857,7,1246.32222
1.261905,12,1246.520428
1.095238,5,1246.565019
1.214286,10,1246.657602
1.214286,10,1246.771122
1.166667,8,1246.838956
1.261905,12,1246.957205
1.142857,7,1247.024031
-9.690476,14,1247.277104
1.238095,11,1247.373146
1.142857,7,1247.441766
-0.690476,14,1247.565683
1.095238,5,1247.607886
1.119048,6,1247.667949
1.071429,4,1247.705847
1.214286,10,1247.850982
1.119048,6,1247.908124
1.142857,7,1247.969749
1.142857,7,1248.027739
1.214286,10,1248.119122
1.142857,7,1248.179176
1.142857,7,1248.243258
1.095238,5,1248.294042
1.071429,4,1248.333142
1.071429,4,1248.372237
1.142857,7,1248.439519
1.166667,8,1248.650781
1.119048,6,1248.706749
1.166667,8,1248.840536
1.142857,7,1248.941763
-0.761905,11,1249.082605
1.119048,6,1249.143604
1.166667,8,1249.24921
1.333333,15,1249.419295
1.119048,6,1249.499029
1.095238,5,1249.544753
1.166667,8,1249.613228
-0.833333,8,1249.709574
1.238095,11,1249.812168
1.142857,7,1249.910529
1.071429,4,1249.964068
-0.880952,6,1250.045605
1.190476,9,1250.30929
1.214286,10,1250.479849
1.261905,12,1250.586748
1.190476,9,1250.669884
-0.928571,4,1250.713066
1.119048,6,1250.777449
1.142857,7,1250.884992
1.119048,6,1250.940881
1.119048,6,1250.995471
1.071429,4,1251.031822
1.095238,5,1251.077504
1.142857,7,1251.171698
1.166667,8,1251.263692
1.214286,10,1251.400895
1.166667,8,1251.483127
-9.785714,10,1251.597016
1.095238,5,1251.648537
1.261905,12,1251.897121
1.071429,4,1251.934899
1.119048,6,1251.987738
-0.714286,13,1252.112368
-0.761905,11,1252.216313
1.119048,6,1252.270278
-0.904762,5,1252.320985
1.285714,13,1252.433392
1.119048,6,1252.484654
1.095238,5,1252.53323
1.166667,8,1252.609808
1.214286,10,1252.706232
1.071429,4,1252.748723
1.166667,8,1252.823974
1.166667,8,1252.890644
-0.857143,7,1252.960957
1.095238,5,1253.02111
1.119048,6,1253.205881
1.095238,5,1253.254002
1.119048,6,1253.306625
1.142857,7,1253.369862
1.214286,10,1253.476073
-0.833333,8,1253.553734
1.095238,5,1253.600563
1.071429,4,1253.656451
1.238095,11,1253.772609
1.071429,4,1253.809183
1.214286,10,1253.889321
1.071429,4,1253.927472
1.142857,7,1253.993865
-0.809524,9,1254.075289
1.142857,7,1254.131868
1.142857,7,1254.196079
1.238095,11,1254.289297
1.142857,7,1254.347052
1.166667,8,1254.549589
1.214286,10,1254.64385
1.071429,4,1254.69893
1.119048,6,1254.760289
-0.761905,11,1254.861603
-0.833333,8,1254.939324
1.142857,7,1255.010505
1.238095,11,1255.141966
1.142857,7,1255.214547
1.142857,7,1255.27691
1.238095,11,1255.372204
-0.857143,7,1255.447553
1.119048,6,1255.506759
1.190476,9,1255.584137
1.071429,4,1255.626974
-0.738095,12,1255.743612
1.119048,6,1255.941319
1.285714,13,1256.055714
1.166667,8,1256.126003
1.095238,5,1256.173783
1.190476,9,1256.263227
1.166667,8,1256.335605
1.190476,9,1256.416106
1.190476,9,1256.49689
1.238095,11,1256.587405
1.166667,8,1256.668078
1.119048,6,1256.72149
1.166667,8,1256.798251
1.214286,10,1256.900261
1.190476,9,1256.983059
1.214286,10,1257.078334
-0.833333,8,1257.340417
-0.857143,7,1257.41672
1.142857,7,1257.484591
1.142857,7,1257.549455
1.190476,9,1257.631396
1.166667,8,1257.717464
1.119048,6,1257.776728
1.095238,5,1257.823365
1.119048,6,1257.882708
1.214286,10,1257.96652
1.119048,6,1258.021903
1.166667,8,1258.091176
1.166667,8,1258.163882
1.142857,7,1258.23063
1.095238,5,1258.278547
1.142857,7,1258.340956
1.071429,4,1258.377056
1.190476,9,1258.460422
1.119048,6,1258.646575
1.071429,4,1258.68969
1.142857,7,1258.752647
1.190476,9,1258.836601
-0.857143,7,1258.902398
1.166667,8,1258.973822
1.238095,11,1259.073029
1.095238,5,1259.118871
1.142857,7,1259.185495
1.142857,7,1259.254588
1.071429,4,1259.295175
1.142857,7,1259.371652
1.119048,6,1259.43116
1.119048,6,1259.48862
1.190476,9,1259.563756
1.166667,8,1259.646817
1.166667,8,1259.726701
1.119048,6,1259.797696
-0.833333,8,1260.081421
1.190476,9,1260.17428
1.119048,6,1260.22892
-0.785714,10,1260.318143
-0.857143,7,1260.38404
1.261905,12,1260.483539
1.166667,8,1260.557008
1.142857,7,1260.61386
1.142857,7,1260.692107
1.166667,8,1260.768695
1.095238,5,1260.817417
1.285714,13,1260.928348
-0.809524,9,1261.013338
1.095238,5,1261.069645
1.071429,4,1261.116046
1.166667,8,1261.185726
1.214286,10,1261.413844
-9.666667,15,1261.571007
1.071429,4,1261.630971
-0.904762,5,1261.697033
1.214286,10,1261.802994
1.190476,9,1261.892144
1.119048,6,1261.946923
1.095238,5,1261.988844
1.214286,10,1262.074778
-0.880952,6,1262.132138
1.142857,7,1262.197018
1.261905,12,1262.300979
1.119048,6,1262.351575
1.095238,5,1262.39655
1.190476,9,1262.483001
1.166667,8,1262.555814
1.190476,9,1262.634057
1.142857,7,1262.836271
1.119048,6,1262.896951
1.119048,6,1262.951737
1.166667,8,1263.021289
1.095238,5,1263.065467
1.095238,5,1263.108445
-0.833333,8,1263.18903
1.142857,7,1263.256005
-0.857143,7,1263.324952
1.095238,5,1263.374994
1.166667,8,1263.445244
-0.785714,10,1263.53465
1.142857,7,1263.592934
1.095238,5,1263.642459
1.095238,5,1263.689897
1.142857,7,1263.754065
1.166667,8,1263.825797
1.095238,5,1263.87233
1.119048,6,1263.927795
1.071429,4,1263.963281
-0.809524,9,1264.176469
1.095238,5,1264.258361
1.238095,11,1264.366968
1.142857,7,1264.430487
1.142857,7,1264.490263
1.095238,5,1264.539477
1.142857,7,1264.60124
1.095238,5,1264.649857
1.166667,8,1264.743889
1.166667,8,1264.820721
1.142857,7,1264.888169
1.119048,6,1264.945804
1.119048,6,1264.997122
1.095238,5,1265.044258
1.119048,6,1265.100368
1.142857,7,1265.170115
1.095238,5,1265.228533
1.095238,5,1265.278009
1.166667,8,1265.351839
1.190476,9,1265.560575
1.261905,12,1265.677072
1.214286,10,1265.795346
1.238095,11,1265.883682
1.119048,6,1265.942867
1.142857,7,1266.000613
1.190476,9,1266.075453
1.166667,8,1266.145818
-0.833333,8,1266.254524
1.119048,6,1266.344947
1.214286,10,1266.461225
1.142857,7,1266.520114
1.238095,11,1266.676213
1.071429,4,1266.713509
1.238095,11,1266.86155
1.190476,9,1267.164735
1.119048,6,1267.229546
1.190476,9,1267.313629
1.190476,9,1267.395915
1.238095,11,1267.48589
1.238095,11,1267.633918
1.119048,6,1267.730847
1.095238,5,1267.786987
1.071429,4,1267.824435
-0.904762,5,1267.879805
1.071429,4,1267.919558
1.119048,6,1267.982929
1.095238,5,1268.03247
1.119048,6,1268.083371
1.142857,7,1268.14727
1.119048,6,1268.203187
1.142857,7,1268.269019
1.238095,11,1268.366059
1.142857,7,1268.555809
1.214286,10,1268.657024
1.214286,10,1268.7502
1.238095,11,1268.979511
1.142857,7,1269.073045
1.095238,5,1269.132911
1.142857,7,1269.200888
1.095238,5,1269.27589
1.166667,8,1269.390533
1.119048,6,1269.446507
1.190476,9,1269.533879
1.119048,6,1269.586083
-0.880952,6,1269.700756
1.095238,5,1269.75288
1.095238,5,1269.804041
1.119048,6,1269.856924
1.095238,5,1269.903845
1.261905,12,1270.224884
1.190476,9,1270.311772
1.119048,6,1270.368355
1.095238,5,1270.410297
1.119048,6,1270.460677
1.119048,6,1270.520464
1.119048,6,1270.571784
1.119048,6,1270.623115
1.119048,6,1270.684996
1.095238,5,1270.740266
1.095238,5,1270.791282
1.190476,9,1270.863608
1.142857,7,1270.927917
1.095238,5,1271.016115
1.190476,9,1271.136073
1.190476,9,1271.225558
1.119048,6,1271.45358
1.119048,6,1271.561212
1.214286,10,1271.664987
1.095238,5,1271.73228
1.119048,6,1271.999802
1.166667,8,1272.101202
1.142857,7,1272.181405
1.261905,12,1272.314645
-0.809524,9,1272.409977
-9.738095,12,1272.519699
1.095238,5,1272.586048
1.119048,6,1272.660152
1.166667,8,1272.750283
1.071429,4,1272.800806
1.095238,5,1272.851461
1.166667,8,1272.929324
1.142857,7,1273.00233
1.238095,11,1273.102337
1.142857,7,1273.167496
1.142857,7,1273.25243
1.095238,5,1273.315608
1.142857,7,1273.538227
1.095238,5,1273.585472
1.142857,7,1273.655743
1.190476,9,1273.751834
1.142857,7,1273.827416
1.142857,7,1273.887628
-0.785714,10,1273.98972
1.142857,7,1274.065351
1.166667,8,1274.153491
-0.833333,8,1274.235241
1.166667,8,1274.319781
-0.809524,9,1274.411965
1.095238,5,1274.472822
1.190476,9,1274.582264
1.214286,10,1274.7917
-0.761905,11,1274.895523
1.119048,6,1275.206565
1.095238,5,1275.338677
1.166667,8,1275.434127
1.119048,6,1275.49421
-0.714286,13,1275.837146
1.119048,6,1275.941579
1.095238,5,1275.992128
1.095238,5,1276.094825
1.095238,5,1276.190762
1.142857,7,1276.260556
1.071429,4,1276.305782
1.142857,7,1276.462822
-0.857143,7,1276.556479
1.190476,9,1276.78102
1.071429,4,1276.832357
1.095238,5,1276.891314
1.190476,9,1277.023968
1.214286,10,1277.132052
1.142857,7,1277.199671
1.095238,5,1277.377555
1.309524,14,1277.513176
1.142857,7,1277.577156
1.095238,5,1277.625013
1.119048,6,1277.767653
1.071429,4,1277.814486
1.190476,9,1277.898508
1.119048,6,1278.001796
1.166667,8,1278.082703
1.095238,5,1278.132386
1.190476,9,1278.214096
1.095238,5,1278.298355
1.214286,10,1278.400245
1.071429,4,1278.444923
1.190476,9,1278.528228
1.119048,6,1278.616303
1.166667,8,1278.700416
-9.714286,13,1278.994424
1.095238,5,1279.078806
1.119048,6,1279.203854
1.119048,6,1279.27123
1.071429,4,1279.332192
-0.809524,9,1279.53271
1.095238,5,1279.623997
1.142857,7,1279.770633
1.166667,8,1279.904192
1.119048,6,1280.056672
1.071429,4,1280.233492
1.119048,6,1280.334664
1.095238,5,1280.398402
1.095238,5,1280.450337
1.071429,4,1280.487877
1.214286,10,1280.589286
1.119048,6,1280.66525
1.142857,7,1280.737196
1.071429,4,1280.785273
1.071429,4,1280.825639
1.095238,5,1280.874053
1.119048,6,1280.934604
1.119048,6,1281.141679
1.119048,6,1281.203173
1.071429,4,1281.293073
1.190476,9,1281.437761
1.095238,5,1281.491461
1.071429,4,1281.5312
1.071429,4,1281.573375
1.071429,4,1281.620831
1.119048,6,1281.687827
1.142857,7,1281.757861
1.261905,12,1281.872429
1.166667,8,1281.942569
-0.857143,7,1282.012579
1.119048,6,1282.071249
1.214286,10,1282.157996
1.119048,6,1282.212865
-9.714286,13,1282.370028
1.261905,12,1282.4869
1.142857,7,1282.685163
1.119048,6,1282.73918
1.166667,8,1282.811637
1.119048,6,1282.871936
1.071429,4,1282.90967
1.309524,14,1283.032323
1.071429,4,1283.068736
1.095238,5,1283.111398
1.095238,5,1283.156874
1.214286,10,1283.245322
-0.809524,9,1283.32587
1.095238,5,1283.378741
1.119048,6,1283.441367
1.071429,4,1283.476557
1.119048,6,1283.540892
1.261905,12,1283.663666
1.166667,8,1283.742782
1.166667,8,1283.880075
1.142857,7,1284.081475
1.095238,5,1284.126799
-0.809524,9,1284.202743
1.214286,10,1284.292445
1.142857,7,1284.3593
1.142857,7,1284.428362
1.166667,8,1284.502479
1.119048,6,1284.568189
1.071429,4,1284.612949
1.095238,5,1284.668454
-0.833333,8,1284.746628
1.071429,4,1284.786392
1.071429,4,1284.839073
1.071429,4,1284.883476
1.238095,11,1285.002658
1.095238,5,1285.052466
-0.880952,6,1285.113016
1.142857,7,1285.178911
1.095238,5,1285.250215
1.071429,4,1285.295223
1.166667,8,1285.579838
1.214286,10,1285.687906
1.095238,5,1285.738925
1.095238,5,1285.78623
1.071429,4,1285.836587
1.071429,4,1285.883385
1.071429,4,1285.945913
1.142857,7,1286.017853
1.238095,11,1286.131639
1.190476,9,1286.205852
1.166667,8,1286.285192
1.071429,4,1286.321479
1.095238,5,1286.370377
-0.785714,10,1286.45788
1.261905,12,1286.573499
1.119048,6,1286.623695
1.095238,5,1286.687537
1.190476,9,1286.772966
1.071429,4,1286.840467
1.119048,6,1287.030827
1.095238,5,1287.083623
-0.809524,9,1287.170098
1.071429,4,1287.206723
1.166667,8,1287.287749
1.142857,7,1287.359247
1.071429,4,1287.41161
1.214286,10,1287.523621
1.166667,8,1287.602781
1.190476,9,1287.713048
1.095238,5,1287.77186
1.071429,4,1287.819258
1.142857,7,1287.893771
1.071429,4,1287.942732
1.190476,9,1288.055312
1.142857,7,1288.135733
1.119048,6,1288.20539
1.142857,7,1288.279817
1.238095,11,1288.393936
1.119048,6,1288.592134
-0.857143,7,1288.66558
1.285714,13,1288.793529
-9.738095,12,1288.911448
1.071429,4,1288.953997
1.166667,8,1289.021227
1.142857,7,1289.083051
1.142857,7,1289.153821
1.119048,6,1289.207725
1.142857,7,1289.264964
1.190476,9,1289.35645
1.190476,9,1289.436258
1.190476,9,1289.51624
1.095238,5,1289.567142
1.214286,10,1289.661234
1.071429,4,1289.699039
1.095238,5,1289.747377
1.119048,6,1289.93072
1.095238,5,1289.974449
1.166667,8,1290.047198
1.095238,5,1290.097325
1.190476,9,1290.194876
1.166667,8,1290.270318
1.166667,8,1290.367537
1.142857,7,1290.431832
-0.880952,6,1290.496081
1.166667,8,1290.583657
1.119048,6,1290.662556
1.142857,7,1290.735813
1.095238,5,1290.785905
1.190476,9,1290.871486
-0.857143,7,1290.951565
1.142857,7,1291.018439
1.214286,10,1291.151649
1.071429,4,1291.199249
1.142857,7,1291.431206
1.119048,6,1291.490307
1.095238,5,1291.53995
1.071429,4,1291.593498
1.142857,7,1291.692739
1.142857,7,1291.762402
1.142857,7,1291.832404
1.071429,4,1291.872307
1.095238,5,1291.932845
1.071429,4,1291.973617
1.119048,6,1292.035728
1.119048,6,1292.112777
1.166667,8,1292.201387
-0.904762,5,1292.269441
1.071429,4,1292.332572
1.142857,7,1292.401346
1.095238,5,1292.457646
1.071429,4,1292.518046
1.190476,9,1292.612834
1.190476,9,1292.704238
1.095238,5,1292.756924
-0.857143,7,1292.82527
1.071429,4,1293.016927
1.119048,6,1293.07844
1.142857,7,1293.169567
1.119048,6,1293.243539
1.166667,8,1293.334416
-0.880952,6,1293.409939
1.119048,6,1293.48814
1.119048,6,1293.56059
1.119048,6,1293.635899
1.071429,4,1293.6823
1.119048,6,1293.760045
1.119048,6,1293.838081
1.142857,7,1293.910195
1.119048,6,1293.984228
1.214286,10,1294.094806
