#{"t_start": 1621568387.765816, "env_id": null}
r,l,t
1.142857,7,2033.65948
1.119048,6,2033.705357
1.095238,5,2033.742496
1.119048,6,2033.789357
1.142857,7,2033.838831
1.142857,7,2033.888817
-0.738095,12,2033.975226
1.190476,9,2034.040445
1.095238,5,2034.177091
1.142857,7,2034.227608
1.142857,7,2034.281572
1.214286,10,2034.354541
1.214286,10,2034.4252
1.095238,5,2034.463064
1.190476,9,2034.52681
1.095238,5,2034.568203
1.261905,12,2034.652363
1.095238,5,2034.690944
1.095238,5,2034.728906
1.095238,5,2034.771065
1.095238,5,2034.807902
1.119048,6,2034.852736
1.095238,5,2034.890467
1.214286,10,2034.959059
1.190476,9,2035.023032
1.166667,8,2035.07828
1.071429,4,2035.211265
1.166667,8,2035.279826
1.071429,4,2035.312127
1.214286,10,2035.382213
1.142857,7,2035.437967
1.166667,8,2035.499776
1.095238,5,2035.541536
1.119048,6,2035.585253
1.095238,5,2035.624651
1.095238,5,2035.661032
1.119048,6,2035.707443
1.095238,5,2035.747089
1.071429,4,2035.779288
1.071429,4,2035.811079
1.095238,5,2035.850069
1.071429,4,2035.880783
1.071429,4,2035.911667
1.142857,7,2035.960922
1.119048,6,2036.00505
1.071429,4,2036.034679
1.095238,5,2036.072563
1.166667,8,2036.127776
1.190476,9,2036.298612
1.166667,8,2036.357351
1.190476,9,2036.41784
1.142857,7,2036.46951
1.142857,7,2036.521753
1.095238,5,2036.559525
1.214286,10,2036.627579
1.166667,8,2036.682209
1.190476,9,2036.748412
-0.904762,5,2036.79004
1.095238,5,2036.826558
1.166667,8,2036.880996
1.142857,7,2036.930403
1.238095,11,2037.007802
1.166667,8,2037.06305
1.142857,7,2037.112858
1.119048,6,2037.153369
1.166667,8,2037.31909
1.214286,10,2037.394606
1.095238,5,2037.432168
1.095238,5,2037.468619
1.214286,10,2037.538518
1.119048,6,2037.582639
1.119048,6,2037.626927
1.166667,8,2037.683712
1.095238,5,2037.721073
1.119048,6,2037.766982
1.095238,5,2037.805459
1.166667,8,2037.866592
1.119048,6,2037.912987
1.214286,10,2037.981555
1.119048,6,2038.025747
-0.809524,9,2038.094342
1.071429,4,2038.122935
1.071429,4,2038.154392
1.071429,4,2038.185381
1.166667,8,2038.345447
1.214286,10,2038.416188
1.095238,5,2038.453144
1.166667,8,2038.513358
1.119048,6,2038.556874
1.095238,5,2038.596498
1.190476,9,2038.658598
1.214286,10,2038.732906
1.238095,11,2038.806737
1.214286,10,2038.876874
1.238095,11,2038.955375
-0.809524,9,2039.021769
1.095238,5,2039.058295
1.261905,12,2039.141201
1.190476,9,2039.204827
1.214286,10,2039.383614
1.238095,11,2039.461228
1.190476,9,2039.523874
1.119048,6,2039.570327
1.142857,7,2039.621856
1.095238,5,2039.658464
1.238095,11,2039.739788
1.095238,5,2039.778257
1.166667,8,2039.837153
1.142857,7,2039.888994
1.071429,4,2039.921383
1.119048,6,2039.966549
1.071429,4,2039.995575
1.095238,5,2040.032997
1.142857,7,2040.083575
1.142857,7,2040.13309
1.095238,5,2040.17001
1.190476,9,2040.234142
1.119048,6,2040.27819
1.142857,7,2040.434762
1.190476,9,2040.497916
1.095238,5,2040.537813
1.214286,10,2040.60795
1.095238,5,2040.643792
1.142857,7,2040.695468
1.095238,5,2040.735695
1.238095,11,2040.814021
1.095238,5,2040.852829
1.071429,4,2040.881494
1.190476,9,2040.94473
1.119048,6,2040.98944
1.095238,5,2041.02772
1.166667,8,2041.105467
1.119048,6,2041.157068
-0.857143,7,2041.210424
1.119048,6,2041.257303
1.142857,7,2041.309551
1.119048,6,2041.353782
1.119048,6,2041.495717
1.166667,8,2041.553835
1.095238,5,2041.590466
-0.714286,13,2041.68051
1.119048,6,2041.726077
-0.761905,11,2041.80676
1.095238,5,2041.843795
1.238095,11,2041.920434
1.095238,5,2041.957104
1.166667,8,2042.012868
1.071429,4,2042.0445
1.238095,11,2042.121567
1.214286,10,2042.192463
1.142857,7,2042.246389
1.119048,6,2042.291958
1.095238,5,2042.328238
1.095238,5,2042.365012
1.238095,11,2042.543734
1.119048,6,2042.585104
1.166667,8,2042.64455
1.190476,9,2042.708674
1.119048,6,2042.753941
-0.761905,11,2042.832027
-0.785714,10,2042.906432
1.238095,11,2042.983026
1.238095,11,2043.060213
1.214286,10,2043.127747
1.119048,6,2043.1706
1.071429,4,2043.199326
-0.809524,9,2043.267242
1.238095,11,2043.349302
1.166667,8,2043.40848
1.095238,5,2043.548052
1.166667,8,2043.605671
1.095238,5,2043.643259
-9.690476,14,2043.736515
1.142857,7,2043.794957
-0.809524,9,2043.859613
1.119048,6,2043.901342
1.238095,11,2043.979691
1.214286,10,2044.048535
1.095238,5,2044.083827
1.119048,6,2044.127786
1.095238,5,2044.163919
1.095238,5,2044.199272
1.142857,7,2044.251617
1.214286,10,2044.320661
1.119048,6,2044.365928
1.166667,8,2044.422088
1.119048,6,2044.567722
1.190476,9,2044.631486
1.095238,5,2044.668202
1.357143,16,2044.787291
1.071429,4,2044.819456
-0.809524,9,2044.891733
1.166667,8,2044.95287
1.142857,7,2045.007433
1.071429,4,2045.040991
1.285714,13,2045.13074
1.095238,5,2045.167408
1.095238,5,2045.203479
1.119048,6,2045.249445
1.142857,7,2045.300366
1.095238,5,2045.336407
1.214286,10,2045.406191
-0.833333,8,2045.465866
1.285714,13,2045.665512
1.095238,5,2045.702902
1.119048,6,2045.749179
1.166667,8,2045.804062
1.142857,7,2045.855043
1.238095,11,2045.932464
1.214286,10,2046.001473
1.166667,8,2046.055211
1.095238,5,2046.092153
1.214286,10,2046.161391
1.071429,4,2046.193171
1.095238,5,2046.234565
1.142857,7,2046.285608
-0.928571,4,2046.3176
1.166667,8,2046.371862
1.071429,4,2046.402075
1.238095,11,2046.47505
1.119048,6,2046.520351
1.214286,10,2046.688058
1.166667,8,2046.744485
1.119048,6,2046.790353
1.095238,5,2046.826652
1.214286,10,2046.895871
-0.785714,10,2046.968385
1.142857,7,2047.017632
1.166667,8,2047.074325
1.119048,6,2047.119237
1.238095,11,2047.19487
1.166667,8,2047.255091
1.095238,5,2047.291836
1.214286,10,2047.36037
1.142857,7,2047.410044
1.095238,5,2047.447454
1.166667,8,2047.505815
1.119048,6,2047.646803
1.119048,6,2047.694473
-0.928571,4,2047.727951
1.071429,4,2047.760316
1.119048,6,2047.806298
1.214286,10,2047.874171
-0.880952,6,2047.920916
1.214286,10,2047.990412
1.166667,8,2048.046623
1.166667,8,2048.105201
1.166667,8,2048.161007
-0.880952,6,2048.207218
1.119048,6,2048.254886
1.190476,9,2048.316358
1.142857,7,2048.366568
1.119048,6,2048.411188
1.095238,5,2048.447905
1.190476,9,2048.512349
1.166667,8,2048.573247
-0.833333,8,2048.737996
1.119048,6,2048.782014
-0.785714,10,2048.856491
1.166667,8,2048.912921
1.261905,12,2048.998063
1.166667,8,2049.054698
1.238095,11,2049.129715
1.095238,5,2049.166752
1.142857,7,2049.216456
1.142857,7,2049.270672
1.119048,6,2049.313805
1.214286,10,2049.383296
1.190476,9,2049.447035
1.119048,6,2049.492247
1.190476,9,2049.553338
1.190476,9,2049.717104
1.095238,5,2049.75699
1.095238,5,2049.794305
1.142857,7,2049.84357
1.119048,6,2049.885384
-0.857143,7,2049.937418
1.166667,8,2049.995811
1.214286,10,2050.06346
1.119048,6,2050.104492
1.142857,7,2050.154402
1.214286,10,2050.225431
1.238095,11,2050.304279
1.190476,9,2050.366771
1.190476,9,2050.429916
1.119048,6,2050.470179
-0.880952,6,2050.516583
1.119048,6,2050.561003
1.095238,5,2050.598497
1.095238,5,2050.737497
1.095238,5,2050.778554
1.238095,11,2050.851715
-0.690476,14,2050.94919
1.119048,6,2050.991385
1.119048,6,2051.036276
1.095238,5,2051.07956
1.095238,5,2051.121423
1.166667,8,2051.179148
1.119048,6,2051.221475
1.095238,5,2051.259502
1.214286,10,2051.330173
-9.714286,13,2051.416261
1.119048,6,2051.458008
-0.928571,4,2051.491126
1.261905,12,2051.574449
1.095238,5,2051.610305
1.142857,7,2051.766168
1.190476,9,2051.82784
1.238095,11,2051.904138
1.095238,5,2051.940094
1.095238,5,2051.981076
1.166667,8,2052.03929
1.214286,10,2052.111313
1.166667,8,2052.170132
1.119048,6,2052.216
1.214286,10,2052.299207
1.095238,5,2052.338835
1.238095,11,2052.417006
1.166667,8,2052.474614
1.166667,8,2052.533744
1.142857,7,2052.585117
1.095238,5,2052.622205
1.166667,8,2052.680436
1.119048,6,2052.828299
1.119048,6,2052.873776
1.119048,6,2052.918646
1.095238,5,2052.953889
1.142857,7,2053.001905
1.095238,5,2053.037429
1.119048,6,2053.077726
1.119048,6,2053.121398
1.095238,5,2053.15748
1.166667,8,2053.213518
1.119048,6,2053.273013
1.214286,10,2053.340446
-0.857143,7,2053.393249
-0.761905,11,2053.472462
1.119048,6,2053.514602
1.142857,7,2053.565196
1.142857,7,2053.615951
1.119048,6,2053.660461
1.166667,8,2053.718061
-9.785714,10,2053.891417
1.190476,9,2053.954494
1.261905,12,2054.035821
1.119048,6,2054.077529
1.071429,4,2054.109745
1.166667,8,2054.166112
1.190476,9,2054.232312
1.095238,5,2054.277335
1.095238,5,2054.31322
1.095238,5,2054.350322
1.166667,8,2054.410471
-9.714286,13,2054.496812
1.214286,10,2054.565753
1.214286,10,2054.636831
1.166667,8,2054.695046
1.119048,6,2054.743959
1.119048,6,2054.890897
1.119048,6,2054.933061
1.119048,6,2054.979584
-9.785714,10,2055.056348
1.119048,6,2055.100084
1.119048,6,2055.147386
1.166667,8,2055.207053
1.119048,6,2055.258527
1.119048,6,2055.301062
1.119048,6,2055.349464
1.166667,8,2055.408449
1.190476,9,2055.474298
1.119048,6,2055.517716
1.166667,8,2055.576379
1.119048,6,2055.623804
1.095238,5,2055.660433
1.238095,11,2055.742612
1.142857,7,2055.79513
1.095238,5,2055.936464
-0.761905,11,2056.016248
1.214286,10,2056.087906
1.214286,10,2056.160291
1.285714,13,2056.25091
1.119048,6,2056.297118
1.095238,5,2056.333032
1.166667,8,2056.388695
1.166667,8,2056.447148
1.071429,4,2056.478016
1.095238,5,2056.514574
1.190476,9,2056.578513
1.095238,5,2056.614163
-0.785714,10,2056.684765
1.238095,11,2056.765313
1.166667,8,2056.81974
1.166667,8,2056.98376
1.142857,7,2057.034484
1.166667,8,2057.090902
1.261905,12,2057.174095
1.095238,5,2057.21581
1.190476,9,2057.279742
1.142857,7,2057.332
1.095238,5,2057.367077
1.166667,8,2057.422066
1.261905,12,2057.504361
1.214286,10,2057.572087
1.166667,8,2057.633419
1.166667,8,2057.687735
-0.833333,8,2057.750692
1.071429,4,2057.782289
1.190476,9,2057.843742
-0.785714,10,2058.020402
1.214286,10,2058.089796
1.166667,8,2058.147378
1.214286,10,2058.219562
-0.785714,10,2058.29893
1.095238,5,2058.336975
1.166667,8,2058.392171
1.142857,7,2058.443512
1.119048,6,2058.488735
1.095238,5,2058.527154
-0.857143,7,2058.583037
-0.809524,9,2058.648363
1.190476,9,2058.709395
1.166667,8,2058.769456
1.095238,5,2058.804314
1.095238,5,2058.839734
1.190476,9,2058.903332
1.166667,8,2059.065843
1.095238,5,2059.103345
1.119048,6,2059.147711
-0.904762,5,2059.190591
1.190476,9,2059.25597
1.190476,9,2059.31921
1.166667,8,2059.37356
-0.785714,10,2059.44536
1.238095,11,2059.522086
1.095238,5,2059.557871
1.166667,8,2059.613458
-0.928571,4,2059.649258
1.071429,4,2059.678939
1.190476,9,2059.753218
-0.785714,10,2059.824876
-9.785714,10,2059.891459
-0.857143,7,2059.944381
1.119048,6,2060.084657
1.095238,5,2060.121494
1.119048,6,2060.162213
-0.690476,14,2060.26187
1.142857,7,2060.311733
-0.857143,7,2060.364856
1.095238,5,2060.401455
1.142857,7,2060.454826
1.119048,6,2060.496894
1.214286,10,2060.567019
1.190476,9,2060.631177
1.119048,6,2060.67456
1.190476,9,2060.740309
1.095238,5,2060.778369
1.119048,6,2060.821095
1.238095,11,2060.89554
1.190476,9,2060.961327
1.119048,6,2061.116816
1.119048,6,2061.162344
1.142857,7,2061.210614
1.142857,7,2061.262445
1.142857,7,2061.312921
1.166667,8,2061.368221
1.119048,6,2061.412914
-0.928571,4,2061.44542
1.095238,5,2061.48208
-0.857143,7,2061.535773
1.190476,9,2061.600776
-0.809524,9,2061.666086
1.119048,6,2061.711259
1.214286,10,2061.781134
1.119048,6,2061.826151
1.214286,10,2061.893151
1.119048,6,2061.93403
-0.833333,8,2061.994212
1.190476,9,2062.15637
1.190476,9,2062.218019
1.071429,4,2062.255387
1.142857,7,2062.30914
1.238095,11,2062.385317
1.095238,5,2062.423201
1.214286,10,2062.493621
1.166667,8,2062.551965
1.095238,5,2062.594256
1.190476,9,2062.658195
1.095238,5,2062.695535
1.214286,10,2062.767056
1.095238,5,2062.803843
1.119048,6,2062.848257
1.166667,8,2062.903012
1.119048,6,2062.9473
1.119048,6,2062.988193
1.071429,4,2063.019757
1.119048,6,2063.165657
1.119048,6,2063.210912
1.071429,4,2063.242046
1.095238,5,2063.281195
1.095238,5,2063.31669
1.095238,5,2063.351978
1.095238,5,2063.389755
1.166667,8,2063.448379
1.285714,13,2063.536265
1.071429,4,2063.566888
1.119048,6,2063.608337
1.071429,4,2063.639928
1.071429,4,2063.671386
1.261905,12,2063.756697
1.095238,5,2063.792552
1.238095,11,2063.868511
1.071429,4,2063.898098
1.166667,8,2063.954623
1.166667,8,2064.009354
1.142857,7,2064.062254
1.095238,5,2064.198321
1.238095,11,2064.274466
1.214286,10,2064.344022
1.214286,10,2064.412413
1.071429,4,2064.443086
1.095238,5,2064.482837
1.190476,9,2064.543268
1.119048,6,2064.58833
1.166667,8,2064.645636
1.119048,6,2064.690909
1.261905,12,2064.784232
1.095238,5,2064.823267
1.166667,8,2064.882121
1.190476,9,2064.94397
1.119048,6,2064.988138
1.095238,5,2065.024887
-0.785714,10,2065.196637
1.166667,8,2065.258155
1.119048,6,2065.30222
1.095238,5,2065.33851
-0.928571,4,2065.370236
1.071429,4,2065.400192
1.142857,7,2065.451904
1.166667,8,2065.507535
1.166667,8,2065.568786
1.071429,4,2065.596926
1.119048,6,2065.642151
1.119048,6,2065.685708
1.142857,7,2065.736634
1.166667,8,2065.792827
1.119048,6,2065.835082
1.119048,6,2065.876742
1.119048,6,2065.920221
1.214286,10,2065.990301
1.238095,11,2066.070428
1.071429,4,2066.10494
1.214286,10,2066.286155
1.142857,7,2066.337502
1.119048,6,2066.379097
1.095238,5,2066.417189
1.095238,5,2066.454944
1.190476,9,2066.516511
1.190476,9,2066.578954
-0.809524,9,2066.645929
1.119048,6,2066.690837
1.119048,6,2066.734197
1.190476,9,2066.799881
1.095238,5,2066.838963
1.166667,8,2066.89456
1.142857,7,2066.944317
1.261905,12,2067.025334
1.333333,15,2067.125919
1.095238,5,2067.269005
1.238095,11,2067.34591
1.142857,7,2067.396345
1.119048,6,2067.441198
1.071429,4,2067.469817
1.190476,9,2067.531835
1.214286,10,2067.602426
1.190476,9,2067.665203
1.071429,4,2067.696196
1.119048,6,2067.742452
-0.785714,10,2067.81445
1.238095,11,2067.89041
1.119048,6,2067.933088
1.095238,5,2067.970138
1.071429,4,2068.001363
1.119048,6,2068.045751
1.071429,4,2068.075541
1.166667,8,2068.1309
1.214286,10,2068.308519
1.095238,5,2068.345643
1.285714,13,2068.432551
1.214286,10,2068.501668
1.214286,10,2068.572987
1.119048,6,2068.619664
1.214286,10,2068.691291
1.095238,5,2068.732295
1.214286,10,2068.804426
-0.785714,10,2068.876704
1.071429,4,2068.904164
1.142857,7,2068.953661
1.095238,5,2068.989886
1.142857,7,2069.039911
1.166667,8,2069.097175
1.071429,4,2069.127622
1.095238,5,2069.163527
1.119048,6,2069.312012
1.071429,4,2069.347871
1.095238,5,2069.387411
1.190476,9,2069.451801
-9.809524,9,2069.510662
1.095238,5,2069.55005
1.071429,4,2069.583472
1.214286,10,2069.654625
1.190476,9,2069.717877
1.095238,5,2069.755493
1.238095,11,2069.835579
1.095238,5,2069.872221
1.095238,5,2069.910178
1.119048,6,2069.954149
1.190476,9,2070.016046
1.166667,8,2070.069864
1.095238,5,2070.105817
1.190476,9,2070.170384
1.095238,5,2070.206583
1.214286,10,2070.395725
1.214286,10,2070.464739
1.190476,9,2070.528005
1.071429,4,2070.559136
1.095238,5,2070.598994
1.119048,6,2070.641108
1.214286,10,2070.712941
1.261905,12,2070.802242
-0.833333,8,2070.859759
1.119048,6,2070.903496
1.166667,8,2070.958735
1.095238,5,2070.995711
-0.809524,9,2071.061912
1.095238,5,2071.110646
1.119048,6,2071.155571
1.095238,5,2071.192183
-0.904762,5,2071.233117
1.166667,8,2071.289626
1.119048,6,2071.434973
1.119048,6,2071.476345
1.190476,9,2071.540364
-0.904762,5,2071.578419
1.166667,8,2071.636627
1.071429,4,2071.665906
1.238095,11,2071.743184
1.166667,8,2071.802638
1.095238,5,2071.838761
-0.785714,10,2071.908377
1.142857,7,2071.958293
1.190476,9,2072.023232
1.238095,11,2072.096341
1.166667,8,2072.153153
1.166667,8,2072.208709
1.214286,10,2072.284504
1.119048,6,2072.424873
1.142857,7,2072.475696
1.142857,7,2072.527816
1.119048,6,2072.575508
1.166667,8,2072.635119
1.261905,12,2072.722877
-0.809524,9,2072.793944
1.214286,10,2072.863384
1.214286,10,2072.93292
1.071429,4,2072.962737
1.190476,9,2073.026401
1.119048,6,2073.068005
1.190476,9,2073.130215
1.095238,5,2073.167406
-0.785714,10,2073.242953
1.119048,6,2073.286202
1.071429,4,2073.32435
1.214286,10,2073.4945
1.190476,9,2073.557392
1.095238,5,2073.593608
1.071429,4,2073.623867
1.095238,5,2073.660665
1.095238,5,2073.696975
1.095238,5,2073.741072
1.119048,6,2073.782784
1.142857,7,2073.833798
1.095238,5,2073.872751
1.071429,4,2073.903157
1.214286,10,2073.972591
1.071429,4,2074.002283
1.214286,10,2074.071073
1.214286,10,2074.142649
1.166667,8,2074.197545
1.095238,5,2074.234646
1.214286,10,2074.309649
1.214286,10,2074.378099
1.190476,9,2074.538315
1.095238,5,2074.578316
1.071429,4,2074.606658
1.119048,6,2074.649192
1.095238,5,2074.685174
1.095238,5,2074.723644
1.119048,6,2074.771236
1.142857,7,2074.819784
1.071429,4,2074.851219
1.214286,10,2074.918023
1.166667,8,2074.977558
1.238095,11,2075.05204
1.214286,10,2075.120705
1.333333,15,2075.222392
1.119048,6,2075.268208
1.166667,8,2075.328636
1.071429,4,2075.36202
1.095238,5,2075.400347
1.142857,7,2075.551893
1.095238,5,2075.589637
1.214286,10,2075.662643
1.166667,8,2075.718586
1.214286,10,2075.788743
1.095238,5,2075.830017
1.142857,7,2075.881061
1.166667,8,2075.936022
1.166667,8,2075.991929
1.214286,10,2076.063204
1.238095,11,2076.13739
1.095238,5,2076.17407
1.214286,10,2076.248446
1.190476,9,2076.309855
1.190476,9,2076.373207
1.119048,6,2076.418234
-0.904762,5,2076.556261
1.238095,11,2076.634691
1.166667,8,2076.688052
-0.857143,7,2076.745328
1.095238,5,2076.782756
-0.833333,8,2076.84022
1.142857,7,2076.890252
1.166667,8,2076.945419
1.119048,6,2076.988519
1.190476,9,2077.052343
1.142857,7,2077.101377
1.214286,10,2077.170642
1.095238,5,2077.207595
1.238095,11,2077.287188
1.238095,11,2077.362782
1.190476,9,2077.426688
1.309524,14,2077.626172
1.214286,10,2077.701805
1.214286,10,2077.772622
1.119048,6,2077.816899
1.119048,6,2077.860203
-0.833333,8,2077.921027
1.166667,8,2077.976921
1.119048,6,2078.021286
1.095238,5,2078.056615
1.095238,5,2078.093009
1.333333,15,2078.192688
-0.904762,5,2078.234376
1.166667,8,2078.292255
1.166667,8,2078.34741
-0.785714,10,2078.422683
-0.809524,9,2078.59173
1.142857,7,2078.643641
1.142857,7,2078.69367
1.190476,9,2078.762609
1.119048,6,2078.807371
-0.809524,9,2078.871135
1.166667,8,2078.926064
1.095238,5,2078.9624
1.238095,11,2079.038913
1.142857,7,2079.088584
1.261905,12,2079.169955
1.238095,11,2079.248779
1.071429,4,2079.28035
1.071429,4,2079.31098
1.142857,7,2079.361224
1.119048,6,2079.404982
1.214286,10,2079.475988
1.095238,5,2079.612748
1.142857,7,2079.661887
1.142857,7,2079.71245
1.238095,11,2079.796165
1.190476,9,2079.858448
1.095238,5,2079.89426
1.190476,9,2079.957414
1.142857,7,2080.007091
1.142857,7,2080.057285
1.095238,5,2080.093978
1.190476,9,2080.153838
1.119048,6,2080.197629
1.142857,7,2080.250205
1.190476,9,2080.314046
1.214286,10,2080.382314
1.190476,9,2080.446451
1.166667,8,2080.599191
1.119048,6,2080.642697
1.071429,4,2080.672681
1.214286,10,2080.74487
1.238095,11,2080.817699
-0.761905,11,2080.898216
-9.690476,14,2080.992269
1.190476,9,2081.057871
1.142857,7,2081.117026
-9.690476,14,2081.208043
1.309524,14,2081.305977
1.142857,7,2081.356547
1.119048,6,2081.398945
1.190476,9,2081.46125
-0.833333,8,2081.621589
1.190476,9,2081.684897
1.142857,7,2081.736666
-0.833333,8,2081.798145
1.190476,9,2081.861068
1.142857,7,2081.908458
1.214286,10,2081.979307
1.142857,7,2082.02971
1.142857,7,2082.078344
1.142857,7,2082.129704
1.214286,10,2082.197512
1.190476,9,2082.261816
1.119048,6,2082.303852
1.142857,7,2082.352473
1.166667,8,2082.409362
1.214286,10,2082.480576
1.166667,8,2082.639215
1.166667,8,2082.698172
-0.833333,8,2082.758088
1.166667,8,2082.815098
-0.809524,9,2082.87788
1.119048,6,2082.923316
1.095238,5,2082.961055
1.166667,8,2083.018538
-0.880952,6,2083.064777
1.071429,4,2083.092508
1.119048,6,2083.137029
1.261905,12,2083.218543
1.071429,4,2083.250796
1.119048,6,2083.293304
1.119048,6,2083.338334
1.095238,5,2083.37468
1.142857,7,2083.424355
1.190476,9,2083.486848
1.095238,5,2083.522712
1.190476,9,2083.686756
1.142857,7,2083.738954
1.285714,13,2083.826812
1.214286,10,2083.896597
1.119048,6,2083.94082
1.238095,11,2084.018176
-0.785714,10,2084.089983
-0.761905,11,2084.164667
1.166667,8,2084.222135
1.142857,7,2084.273057
1.119048,6,2084.316403
1.142857,7,2084.366697
1.095238,5,2084.402933
1.238095,11,2084.477578
1.238095,11,2084.65563
1.166667,8,2084.710636
-0.857143,7,2084.769724
1.119048,6,2084.81145
1.238095,11,2084.889347
1.119048,6,2084.93042
-0.809524,9,2084.997403
1.071429,4,2085.027997
1.095238,5,2085.06326
1.214286,10,2085.132473
1.095238,5,2085.169157
1.142857,7,2085.216726
1.071429,4,2085.249371
1.142857,7,2085.299921
1.119048,6,2085.344321
1.071429,4,2085.375521
1.119048,6,2085.416518
1.119048,6,2085.461625
-0.833333,8,2085.521405
-0.809524,9,2085.693692
1.071429,4,2085.727106
1.071429,4,2085.759826
1.261905,12,2085.842137
1.119048,6,2085.884478
1.119048,6,2085.92925
1.119048,6,2085.973169
-0.904762,5,2086.012269
1.071429,4,2086.043627
1.166667,8,2086.097358
1.190476,9,2086.160172
1.071429,4,2086.191016
1.119048,6,2086.234364
1.119048,6,2086.280463
1.095238,5,2086.317145
1.095238,5,2086.357075
1.166667,8,2086.411964
1.119048,6,2086.452523
1.071429,4,2086.485132
1.071429,4,2086.516925
1.238095,11,2086.597509
-0.833333,8,2086.761186
1.071429,4,2086.790649
-0.857143,7,2086.843335
1.119048,6,2086.88414
-9.690476,14,2086.978919
1.190476,9,2087.039493
1.166667,8,2087.095605
1.333333,15,2087.196598
1.095238,5,2087.234004
1.190476,9,2087.298455
1.214286,10,2087.367033
1.238095,11,2087.444863
1.166667,8,2087.500127
1.119048,6,2087.543525
-9.785714,10,2087.612299
1.190476,9,2087.781829
1.190476,9,2087.843505
1.214286,10,2087.913934
1.142857,7,2087.963416
1.071429,4,2087.993126
1.238095,11,2088.070329
1.119048,6,2088.114525
1.095238,5,2088.149978
1.142857,7,2088.199404
1.119048,6,2088.244055
1.166667,8,2088.300827
1.095238,5,2088.336533
1.095238,5,2088.373055
1.095238,5,2088.410574
1.142857,7,2088.457912
1.166667,8,2088.516333
1.261905,12,2088.596115
1.095238,5,2088.634089
1.119048,6,2088.782175
1.285714,13,2088.86813
1.119048,6,2088.911174
1.095238,5,2088.95206
1.095238,5,2088.991365
1.119048,6,2089.037207
-0.880952,6,2089.084242
1.071429,4,2089.115311
1.142857,7,2089.164793
1.238095,11,2089.239573
1.095238,5,2089.278578
1.095238,5,2089.316937
-0.785714,10,2089.38684
1.095238,5,2089.422386
1.166667,8,2089.476782
1.142857,7,2089.527511
1.166667,8,2089.586725
1.166667,8,2089.641726
1.119048,6,2089.790313
-9.761905,11,2089.862578
1.071429,4,2089.892942
1.071429,4,2089.924095
1.238095,11,2089.998473
1.119048,6,2090.040441
-0.880952,6,2090.08758
1.119048,6,2090.131049
1.238095,11,2090.207844
1.071429,4,2090.240096
1.095238,5,2090.276367
1.095238,5,2090.312064
1.071429,4,2090.343075
1.166667,8,2090.399812
-0.785714,10,2090.471102
1.190476,9,2090.534528
1.214286,10,2090.604301
1.142857,7,2090.653177
1.285714,13,2090.845561
1.142857,7,2090.895652
1.071429,4,2090.927145
1.119048,6,2090.970873
1.166667,8,2091.026648
1.119048,6,2091.076082
1.119048,6,2091.124134
1.166667,8,2091.177625
1.214286,10,2091.253699
1.071429,4,2091.284433
1.119048,6,2091.328136
1.238095,11,2091.405673
1.142857,7,2091.454889
1.071429,4,2091.483956
1.071429,4,2091.515646
1.214286,10,2091.589316
1.166667,8,2091.644256
1.166667,8,2091.70068
1.071429,4,2091.84394
1.071429,4,2091.875624
1.119048,6,2091.917914
1.071429,4,2091.947759
1.071429,4,2091.979092
1.142857,7,2092.029042
1.214286,10,2092.097738
-9.690476,14,2092.19385
1.261905,12,2092.277733
1.214286,10,2092.346631
1.142857,7,2092.397345
1.119048,6,2092.441697
1.095238,5,2092.477473
1.142857,7,2092.527137
1.119048,6,2092.568149
1.214286,10,2092.637283
1.142857,7,2092.687906
1.142857,7,2092.73964
-0.738095,12,2092.928651
1.214286,10,2092.998305
-0.761905,11,2093.076327
1.190476,9,2093.137352
1.190476,9,2093.201683
1.166667,8,2093.262402
1.190476,9,2093.322546
1.190476,9,2093.38494
1.142857,7,2093.433447
1.285714,13,2093.522355
1.142857,7,2093.572311
1.190476,9,2093.636036
1.071429,4,2093.667197
1.214286,10,2093.737564
-0.809524,9,2093.903093
1.238095,11,2093.98183
1.190476,9,2094.045382
1.071429,4,2094.075152
1.095238,5,2094.112552
-0.857143,7,2094.165231
1.071429,4,2094.196018
1.214286,10,2094.266263
1.214286,10,2094.334289
1.095238,5,2094.37102
1.071429,4,2094.402674
1.166667,8,2094.457393
1.166667,8,2094.515554
1.166667,8,2094.569872
1.214286,10,2094.638383
-0.833333,8,2094.698111
1.166667,8,2094.758727
1.142857,7,2094.907882
1.119048,6,2094.952564
1.238095,11,2095.026935
1.190476,9,2095.090293
1.214286,10,2095.159925
-0.857143,7,2095.215496
1.166667,8,2095.272611
1.071429,4,2095.303027
1.190476,9,2095.365796
1.095238,5,2095.401801
1.095238,5,2095.437627
1.071429,4,2095.468635
1.166667,8,2095.523031
1.119048,6,2095.570804
1.190476,9,2095.634077
1.166667,8,2095.688988
1.095238,5,2095.726402
1.166667,8,2095.786662
1.166667,8,2095.94167
1.190476,9,2096.005941
1.095238,5,2096.042387
1.142857,7,2096.092164
1.095238,5,2096.129926
1.071429,4,2096.160806
1.190476,9,2096.224245
1.166667,8,2096.285234
1.071429,4,2096.314486
1.214286,10,2096.385235
1.071429,4,2096.414684
1.190476,9,2096.476147
1.095238,5,2096.513139
1.166667,8,2096.570395
1.214286,10,2096.640031
-0.785714,10,2096.710666
-0.785714,10,2096.78947
1.190476,9,2096.95682
1.119048,6,2096.998752
1.214286,10,2097.070519
